source_page,template_family,section_code,parsed_grid_rows,canonical_records,populated_records,observed_dash_records,provenance_path
684,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
685,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
686,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
687,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
688,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
689,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
690,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
691,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
692,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
693,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
694,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
695,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
696,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
697,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
698,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
699,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
700,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
701,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
702,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
703,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
704,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
705,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
706,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
707,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
708,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
709,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
710,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
711,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
712,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
713,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
714,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
715,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
716,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
717,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
718,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
719,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
720,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
721,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
722,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
723,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
724,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
725,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
726,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
727,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
728,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
729,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
730,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
731,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
732,normal_ka11_ka20,KA11_KA20,44,880,880,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
733,short_final_ka11_ka20,KA11_KA20,32,640,640,0,PDF Page -> Parsed Grid Row -> Column Label -> Canonical Record
